1 0.000004 0.000000 0.000000
2 0.000008 0.000000 0.000000
3 0.000023 0.000000 0.000000
4 0.000057 0.000000 0.000000
5 0.000076 0.000000 0.000000
6 0.000172 0.000000 0.000000
7 0.000389 0.000000 0.000000
8 0.000774 0.000000 0.000000
9 0.001541 0.000000 0.000000
10 0.003689 0.000000 0.000000
11 0.013565 0.000000 0.000011
12 0.079926 0.000027 0.000046
13 0.126438 0.000526 0.000256
14 0.194221 0.004341 0.001328
15 0.256081 0.013172 0.009602
16 0.306870 0.066601 0.014675
17 0.348579 0.083321 0.024113
18 0.378597 0.108574 0.034641
19 0.395325 0.130932 0.086979
20 0.403332 0.147396 0.104332
21 0.406860 0.163532 0.128105
22 0.408504 0.178444 0.152069
23 0.409595 0.193432 0.173061
24 0.410587 0.207661 0.191994
25 0.411503 0.220913 0.211132
26 0.412685 0.234772 0.230537
27 0.413639 0.248577 0.249096
28 0.414799 0.264095 0.268486
29 0.416027 0.281353 0.289314
30 0.417141 0.298531 0.310707
31 0.418308 0.315212 0.331856
32 0.419498 0.330189 0.350491
33 0.420681 0.344280 0.367718
34 0.422108 0.356007 0.381775
35 0.423523 0.366360 0.393650
36 0.425041 0.375439 0.403751
37 0.426537 0.382710 0.413059
38 0.427872 0.389179 0.421509
39 0.429382 0.395092 0.428745
40 0.430897 0.400345 0.435047
41 0.432381 0.404995 0.441010
42 0.433846 0.408756 0.446236
43 0.435284 0.412022 0.450752
44 0.436596 0.415337 0.455669
45 0.438164 0.418324 0.460224
46 0.439548 0.421120 0.464539
47 0.441074 0.423996 0.468433
48 0.442673 0.426617 0.472000
49 0.444160 0.429337 0.475410
50 0.445724 0.432133 0.478600
51 0.447178 0.434738 0.481895
52 0.448753 0.437511 0.484905
53 0.450363 0.440071 0.488289
54 0.451920 0.442478 0.491375
55 0.453503 0.445099 0.494408
56 0.454967 0.447777 0.497505
57 0.456470 0.450302 0.500549
58 0.458015 0.452728 0.503723
59 0.459415 0.455551 0.506615
60 0.460884 0.458218 0.509789
61 0.462387 0.460785 0.512672
62 0.463867 0.463158 0.515438
63 0.465340 0.465599 0.518078
64 0.466801 0.468006 0.520615
65 0.468273 0.470543 0.523026
66 0.469715 0.472893 0.525505
67 0.470974 0.475285 0.527840
68 0.472347 0.477627 0.530132
69 0.473785 0.480164 0.532459
70 0.475227 0.482651 0.534760
71 0.476685 0.485111 0.537033
72 0.478214 0.487724 0.539486
73 0.479595 0.490391 0.541836
74 0.481041 0.493164 0.544258
