0 0.078300 0.000072 0.000004
1 0.142670 0.000031 0.000000
2 0.050121 0.000011 0.000000
3 0.014435 0.000011 0.000004
4 0.022064 0.000008 0.000000
5 0.025471 0.000011 0.000000
6 0.032738 0.000011 0.000004
7 0.006916 0.000019 0.000000
8 0.035824 0.000034 0.000000
9 0.082024 0.000015 0.000004
10 0.190552 0.000027 0.000004
11 0.010681 0.000027 0.000004
12 0.005051 0.000046 0.000008
13 0.007965 0.000061 0.000004
14 0.003811 0.000057 0.000000
15 0.003139 0.000038 0.000000
16 0.002766 0.000103 0.000000
17 0.002609 0.000126 0.000008
18 0.002865 0.000191 0.000008
19 0.002487 0.000198 0.000011
20 0.002644 0.000290 0.000004
21 0.002274 0.000336 0.000008
22 0.002293 0.000534 0.000019
23 0.002140 0.000755 0.000015
24 0.002125 0.001301 0.000015
25 0.001972 0.002407 0.000031
26 0.001907 0.005997 0.000031
27 0.001965 0.076286 0.000065
28 0.001911 0.334965 0.000210
29 0.001808 0.087585 0.000408
30 0.001762 0.047260 0.001392
31 0.001595 0.036732 0.001347
32 0.001579 0.018650 0.167297
33 0.001530 0.014503 0.004025
34 0.001575 0.009106 0.047783
35 0.001537 0.005814 0.031963
36 0.001514 0.005268 0.005787
37 0.001324 0.004211 0.033142
38 0.001328 0.004025 0.006161
39 0.001301 0.003830 0.026749
40 0.001282 0.003757 0.009506
41 0.001251 0.004650 0.059483
42 0.001175 0.004326 0.020210
43 0.001163 0.004047 0.028454
44 0.001076 0.003841 0.007229
45 0.001228 0.003578 0.013935
46 0.001091 0.003864 0.009769
47 0.001209 0.003590 0.013218
48 0.001202 0.003403 0.011543
49 0.001198 0.003151 0.009285
50 0.001282 0.003094 0.013988
51 0.001198 0.002785 0.013077
52 0.001205 0.003147 0.009594
53 0.001289 0.003239 0.008583
54 0.001213 0.002960 0.006153
55 0.001286 0.003098 0.009060
56 0.001282 0.002792 0.006390
57 0.001503 0.002800 0.014420
58 0.001263 0.002987 0.007652
59 0.001385 0.003513 0.005264
60 0.001614 0.003311 0.007011
61 0.001625 0.003361 0.005230
62 0.001621 0.003277 0.003864
63 0.001442 0.003017 0.002377
64 0.001637 0.002819 0.003330
65 0.001591 0.002968 0.001675
66 0.001472 0.002796 0.003002
67 0.001400 0.002598 0.001999
68 0.001335 0.002556 0.001904
69 0.001163 0.002445 0.003059
70 0.001228 0.002613 0.001816
71 0.001385 0.002556 0.002602
72 0.001163 0.002476 0.003254
73 0.001217 0.002335 0.002758
74 0.001266 0.002510 0.002953
75 0.001328 0.002556 0.001980
76 0.001446 0.002460 0.001629
77 0.001591 0.002632 0.002415
78 0.001514 0.002651 0.001858
79 0.001469 0.002510 0.001701
80 0.001316 0.002598 0.002102
81 0.001316 0.002441 0.001862
82 0.001217 0.002495 0.001694
83 0.001053 0.002457 0.001869
84 0.001049 0.002312 0.002510
85 0.000992 0.002377 0.002556
86 0.000988 0.002224 0.001945
87 0.001129 0.002480 0.001781
88 0.001019 0.002491 0.002037
89 0.000988 0.002445 0.002071
90 0.001087 0.002548 0.001637
91 0.000942 0.002552 0.002216
92 0.001060 0.002533 0.002243
93 0.001041 0.002445 0.001801
94 0.001118 0.002609 0.001854
95 0.001019 0.002388 0.002186
96 0.001087 0.002354 0.001846
97 0.001007 0.002121 0.001999
98 0.001057 0.002090 0.001549
99 0.001255 0.002110 0.001362
100 0.001205 0.002022 0.001530
101 0.001217 0.002018 0.001606
102 0.001221 0.001827 0.001438
103 0.001072 0.001762 0.001572
104 0.001175 0.001953 0.001484
105 0.001381 0.001884 0.001442
106 0.001400 0.001713 0.001770
107 0.001369 0.001778 0.001545
108 0.001492 0.001751 0.001495
109 0.001389 0.001846 0.001766
