0 0 0 0
1 0 0 0
2 0 0 0
3 0 0 0
4 0 0 0
5 0 0 0
6 0 0 0
7 0 0 0
8 0 0 0
9 0 0 2
10 0 0 0
11 0 0 1
12 0 0 0
13 0 0 1
14 0 0 1
15 0 0 2
16 0 0 4
17 0 0 2
18 0 0 1
19 0 0 1
20 0 0 1
21 0 0 3
22 0 0 1
23 0 0 0
24 0 0 2
25 0 0 2
26 0 0 5
27 0 0 2
28 0 0 1
29 1 1 2
30 0 0 4
31 1 0 1
32 1 1 4
33 1 0 3
34 2 0 0
35 2 1 2
36 0 0 5
37 5 0 3
38 1 2 2
39 1 0 4
40 1 2 2
41 2 2 4
42 1 0 5
43 0 1 7
44 2 0 5
45 4 0 5
46 1 1 7
47 7 0 6
48 3 2 3
49 5 4 8
50 0 1 10
51 7 1 6
52 6 2 7
53 6 2 7
54 4 2 10
55 6 0 15
56 3 3 7
57 5 2 7
58 11 2 9
59 4 1 9
60 6 2 7
61 8 1 16
62 6 2 9
63 9 4 7
64 6 4 13
65 7 5 10
66 3 3 11
67 10 9 10
68 13 4 15
69 13 8 10
70 9 5 15
71 10 9 15
72 12 9 11
73 13 2 10
74 14 8 12
75 10 5 10
76 6 7 7
77 13 6 11
78 6 7 14
79 12 11 15
80 14 6 13
81 14 6 14
82 17 9 15
83 14 9 12
84 17 9 7
85 13 9 17
86 10 9 13
87 13 8 17
88 15 11 21
89 14 7 19
90 24 9 15
91 8 8 12
92 13 10 11
93 16 17 16
94 14 14 16
95 16 9 15
96 15 15 15
97 10 11 15
98 17 8 17
99 12 11 21
100 12 19 13
101 19 11 15
102 12 19 16
103 15 17 12
104 15 12 18
105 19 18 14
106 16 14 16
107 14 11 17
108 20 16 13
109 8 9 11
110 17 15 17
111 18 12 17
112 14 12 12
113 20 14 10
114 16 18 16
115 18 20 12
116 21 20 10
117 15 10 18
118 15 20 18
119 13 7 12
120 13 13 23
121 8 15 9
122 14 13 14
123 21 20 22
124 19 17 6
125 16 8 14
126 15 20 8
127 12 13 17
128 16 22 12
129 14 17 8
130 8 15 14
131 8 17 9
132 20 15 9
133 15 15 12
134 14 11 11
135 14 11 12
136 11 11 12
137 12 10 10
138 10 21 11
139 15 16 6
140 13 16 11
141 14 25 10
142 11 12 10
143 12 10 8
144 11 13 10
145 10 9 8
146 15 13 6
147 12 23 8
148 5 13 4
149 15 19 9
150 10 9 7
151 8 11 8
152 10 12 8
153 16 14 14
154 8 16 8
155 10 10 5
156 9 11 5
157 14 19 10
158 8 7 8
159 10 17 6
160 7 18 5
161 10 17 5
162 10 9 7
163 10 7 7
164 6 11 4
165 1 11 7
166 11 15 2
167 5 9 2
168 7 7 3
169 5 9 9
170 3 10 5
171 7 9 6
172 5 8 2
173 4 7 4
174 5 12 4
175 6 6 1
176 4 12 1
177 3 8 4
178 1 11 1
179 7 13 9
180 4 6 1
181 2 9 2
182 2 10 3
183 3 9 2
184 2 7 0
185 1 7 1
186 1 3 1
187 0 4 0
188 1 1 2
189 4 3 4
190 2 5 2
191 2 6 1
192 1 2 1
193 0 4 2
194 1 8 0
195 1 0 0
196 2 1 0
197 2 6 2
198 2 0 1
199 1 1 0
200 1 2 0
201 0 1 2
202 0 2 0
203 0 1 0
204 1 3 0
205 0 3 0
206 0 1 0
207 0 1 2
208 0 1 0
209 2 1 0
210 0 1 0
211 1 0 0
212 2 0 0
213 0 0 0
214 0 2 0
215 0 0 0
216 0 2 0
217 0 0 0
218 0 0 0
219 0 1 0
220 0 0 0
221 0 0 0
222 0 0 0
223 0 0 0
224 0 0 0
225 0 1 0
226 0 0 0
227 0 0 0
228 0 0 0
229 0 0 0
230 0 0 0
231 0 0 0
232 0 0 0
233 0 0 0
234 0 0 0
235 0 0 0
236 0 0 0
237 0 0 0
238 0 0 0
239 0 0 0
240 0 0 0
241 0 0 0
242 0 0 0
243 0 0 0
244 0 0 0
245 0 0 0
246 0 0 0
247 0 0 0
248 0 0 0
249 0 0 0
250 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
255 0 0 0
