1 0.220970 0.000103 0.000004
2 0.271091 0.000114 0.000004
3 0.285526 0.000126 0.000008
4 0.307590 0.000134 0.000008
5 0.333061 0.000145 0.000008
6 0.365799 0.000156 0.000011
7 0.372715 0.000175 0.000011
8 0.408539 0.000210 0.000011
9 0.490562 0.000225 0.000015
10 0.681114 0.000252 0.000019
11 0.691795 0.000278 0.000023
12 0.696846 0.000324 0.000031
13 0.704811 0.000385 0.000034
14 0.708622 0.000443 0.000034
15 0.711761 0.000481 0.000034
16 0.714527 0.000584 0.000034
17 0.717136 0.000710 0.000042
18 0.720001 0.000900 0.000050
19 0.722488 0.001099 0.000061
20 0.725132 0.001389 0.000065
21 0.727406 0.001724 0.000072
22 0.729698 0.002258 0.000092
23 0.731838 0.003014 0.000107
24 0.733963 0.004314 0.000122
25 0.735935 0.006721 0.000153
26 0.737843 0.012718 0.000183
27 0.739807 0.089005 0.000248
28 0.741718 0.423969 0.000458
29 0.743526 0.511555 0.000866
30 0.745289 0.558815 0.002258
31 0.746883 0.595547 0.003605
32 0.748463 0.614197 0.170902
33 0.749992 0.628700 0.174927
34 0.751568 0.637806 0.222710
35 0.753105 0.643620 0.254673
36 0.754620 0.648888 0.260460
37 0.755943 0.653099 0.293602
38 0.757271 0.657124 0.299763
39 0.758572 0.660954 0.326511
40 0.759853 0.664711 0.336018
41 0.761105 0.669361 0.395500
42 0.762280 0.673687 0.415710
43 0.763443 0.677734 0.444164
44 0.764519 0.681576 0.451393
45 0.765747 0.685154 0.465328
46 0.766838 0.689018 0.475098
47 0.768047 0.692608 0.488316
48 0.769249 0.696011 0.499859
49 0.770447 0.699162 0.509144
50 0.771729 0.702255 0.523132
51 0.772926 0.705040 0.536209
52 0.774132 0.708187 0.545803
53 0.775421 0.711426 0.554386
54 0.776634 0.714386 0.560539
55 0.777920 0.717484 0.569599
56 0.779202 0.720276 0.575989
57 0.780704 0.723076 0.590408
58 0.781967 0.726063 0.598061
59 0.783352 0.729576 0.603325
60 0.784966 0.732887 0.610336
61 0.786591 0.736248 0.615566
62 0.788212 0.739525 0.619431
63 0.789654 0.742542 0.621807
64 0.791290 0.745361 0.625137
65 0.792881 0.748329 0.626812
66 0.794353 0.751125 0.629814
67 0.795753 0.753723 0.631813
68 0.797089 0.756279 0.633717
69 0.798252 0.758724 0.636776
70 0.799480 0.761337 0.638592
71 0.800865 0.763893 0.641193
72 0.802029 0.766369 0.644447
73 0.803246 0.768703 0.647205
74 0.804512 0.771214 0.650158
75 0.805840 0.773769 0.652138
76 0.807285 0.776230 0.653767
77 0.808876 0.778862 0.656181
78 0.810390 0.781513 0.658039
79 0.811859 0.784023 0.659740
80 0.813175 0.786621 0.661842
81 0.814491 0.789062 0.663704
82 0.815708 0.791557 0.665398
83 0.816761 0.794014 0.667267
84 0.817810 0.796326 0.669777
85 0.818802 0.798702 0.672333
86 0.819790 0.800926 0.674278
87 0.820919 0.803406 0.676060
88 0.821938 0.805897 0.678097
89 0.822926 0.808342 0.680168
90 0.824013 0.810890 0.681805
91 0.824955 0.813442 0.684021
92 0.826015 0.815975 0.686264
93 0.827057 0.818420 0.688065
94 0.828175 0.821030 0.689919
95 0.829193 0.823418 0.692104
96 0.830280 0.825771 0.693951
97 0.831287 0.827892 0.695950
98 0.832344 0.829983 0.697498
99 0.833599 0.832092 0.698860
100 0.834805 0.834114 0.700390
101 0.836021 0.836132 0.701996
102 0.837242 0.837959 0.703434
103 0.838314 0.839722 0.705006
104 0.839489 0.841675 0.706490
105 0.840870 0.843559 0.707932
106 0.842270 0.845272 0.709702
107 0.843639 0.847050 0.711246
108 0.845131 0.848801 0.712742
109 0.846519 0.850647 0.714508
110 0.847771 0.852360 0.716335
111 0.849083 0.854023 0.718189
112 0.850292 0.855644 0.720184
113 0.851490 0.857258 0.721947
114 0.852730 0.858959 0.723728
115 0.853855 0.860569 0.725857
