1 1 37.858955
1 3 37.831223
1 5 37.771336
1 7 37.692131
1 9 37.596699
1 11 37.489761
1 13 37.376156
1 15 37.257236
1 17 37.135071
1 19 37.010895
1 21 36.885639
1 23 36.759701
1 25 36.634232
1 27 36.509392
1 29 36.385654
1 31 36.263092
3 1 37.832230
3 3 37.809814
3 5 37.752754
3 7 37.679966
3 9 37.583897
3 11 37.482193
3 13 37.368931
3 15 37.252838
3 17 37.130959
3 19 37.008518
3 21 36.883297
3 23 36.758545
3 25 36.633125
3 27 36.509064
3 29 36.385342
3 31 36.263653
5 1 37.777382
5 3 37.759258
5 5 37.705715
5 7 37.639217
5 9 37.548309
5 11 37.453209
5 13 37.341339
5 15 37.230488
5 17 37.109543
5 19 36.990871
5 21 36.866299
5 23 36.744377
5 25 36.619312
5 27 36.496998
5 29 36.373783
5 31 36.253345
7 1 37.701363
7 3 37.686150
7 5 37.636848
7 7 37.578560
7 9 37.490421
7 11 37.403854
7 13 37.294739
7 15 37.192337
7 17 37.073101
7 19 36.960026
7 21 36.836842
7 23 36.718983
7 25 36.595032
7 27 36.475651
7 29 36.353165
7 31 36.234871
9 1 37.610699
9 3 37.597698
9 5 37.552658
9 7 37.498470
9 9 37.416676
9 11 37.338425
9 13 37.233051
9 15 37.138855
9 17 37.022095
9 19 36.917389
9 21 36.795906
9 23 36.683548
9 25 36.560986
9 27 36.446022
9 29 36.324646
9 31 36.209213
11 1 37.510139
11 3 37.499092
11 5 37.456070
11 7 37.410061
11 9 37.332291
11 11 37.260822
11 13 37.160442
11 15 37.073795
11 17 36.960594
11 19 36.864033
11 21 36.745029
11 23 36.641251
11 25 36.520653
11 27 36.411293
11 29 36.291660
11 31 36.180984
13 1 37.402348
13 3 37.392319
13 5 37.352764
13 7 37.310799
13 9 37.238503
13 11 37.173435
13 13 37.078297
13 15 36.998337
13 17 36.889206
13 19 36.799530
13 21 36.683411
13 23 36.586819
13 25 36.468372
13 27 36.366711
13 29 36.248783
13 31 36.143154
15 1 37.289623
15 3 37.280746
15 5 37.244049
15 7 37.205486
15 9 37.137943
15 11 37.078690
15 13 36.989128
15 15 36.915314
15 17 36.811172
15 19 36.727051
15 21 36.614571
15 23 36.524246
15 25 36.408436
15 27 36.313507
15 29 36.197609
15 31 36.099045
17 1 37.173965
17 3 37.166206
17 5 37.132000
17 7 37.096035
17 9 37.033119
17 11 36.978622
17 13 36.894524
17 15 36.826157
17 17 36.726902
17 19 36.649029
17 21 36.540688
17 23 36.455303
17 25 36.342640
17 27 36.253403
17 29 36.139816
17 31 36.047523
19 1 37.056747
19 3 37.049835
19 5 37.017834
19 7 36.984333
19 9 36.925053
19 11 36.874840
19 13 36.795837
19 15 36.732376
19 17 36.638332
19 19 36.565491
19 21 36.461971
19 23 36.381916
19 25 36.272846
19 27 36.188053
19 29 36.077049
19 31 35.990063
21 1 36.938900
21 3 36.932674
21 5 36.902832
21 7 36.871254
21 9 36.815178
21 11 36.768509
21 13 36.694508
21 15 36.635017
21 17 36.546242
21 19 36.478138
21 21 36.379425
21 23 36.304577
21 25 36.199501
21 27 36.119301
21 29 36.011192
21 31 35.928226
23 1 36.820782
23 3 36.815269
23 5 36.787247
23 7 36.757587
23 9 36.704483
23 11 36.660744
23 13 36.590675
23 15 36.535252
23 17 36.451267
23 19 36.387718
23 21 36.293915
23 23 36.223656
23 25 36.123081
23 27 36.047241
23 29 35.942448
23 31 35.863426
25 1 36.702930
25 3 36.698067
25 5 36.671566
25 7 36.643456
25 9 36.593071
25 11 36.552280
25 13 36.485813
25 15 36.433472
25 17 36.354538
25 19 36.294868
25 21 36.205833
25 23 36.139893
25 25 36.043674
25 27 35.972324
25 29 35.871269
25 31 35.795898
27 1 36.585823
27 3 36.581196
27 5 36.556049
27 7 36.529270
27 9 36.481422
27 11 36.443336
27 13 36.380169
27 15 36.330902
27 17 36.256313
27 19 36.200447
27 21 36.115669
27 23 36.053680
27 25 35.961765
27 27 35.894569
27 29 35.797707
27 31 35.726025
29 1 36.469360
29 3 36.465103
29 5 36.441212
29 7 36.415688
29 9 36.369980
29 11 36.334709
29 13 36.274639
29 15 36.227901
29 17 36.157307
29 19 36.104626
29 21 36.024345
29 23 35.965668
29 25 35.877937
29 27 35.814556
29 29 35.721657
29 31 35.654221
31 1 36.353642
31 3 36.349995
31 5 36.327385
31 7 36.302963
31 9 36.259232
31 11 36.226601
31 13 36.169323
31 15 36.124996
31 17 36.057762
31 19 36.007988
31 21 35.931770
31 23 35.876522
31 25 35.792568
31 27 35.732700
31 29 35.643787
31 31 35.580055
